date,id,content,username,like_count,retweet_count
2023-06-06 14:50:31+00:00,1666095228930134016,"Today, there are no deliveries in the following regions as weather conditions from wildfires have made it unsafe
·Port Clyde, N.S.
·Clyde River, N.S

Delivery will resume once conditions improve and it’s safe to do so. The safety of our employees is our number one priority
(2/5)",canadaposthelps,0,0
2023-06-06 14:50:31+00:00,1666095226501607432,"Canada Post Service Alerts for June 6: Red and yellow delivery service alerts issued for parts of Nova Scotia

(1/5)",canadaposthelps,0,0
2023-06-06 14:48:37+00:00,1666094751219867648,@ShNa_Jaii sender to confirm the details with them! 2/2,canadaposthelps,0,0
2023-06-06 14:48:37+00:00,1666094750053834756,"@ShNa_Jaii Hi, our apologies, items are typically returned to sender due to incorrect/incomplete address. The reason for the return will be listed on the item itself. We're not allowed to interfere with the return, if the item is being return to sender, we ask that you contact the 1/2",canadaposthelps,0,0
2023-06-06 14:37:54+00:00,1666092052873093121,i have a feeling that someone in the canada post plant in montreal keeps stealing my visa gift cards from rbc,brandonsears,1,0
2023-06-06 13:59:11+00:00,1666082308481511428,"@pbontoast1 @MathNerdJeremy On a similar theme, why does Canada send mail by Canada Post and while in the UK the Royal Mail handles post?",ASquared62,1,0
2023-06-06 13:57:20+00:00,1666081843618390020,@trichomics @musqueam @CityofVancouver @WadeGrant Hi Jonathan. Thx for the question. City staff are working closely with @musqueam on the street sign design and setting a date for it to be in effect (including some admin matters like coordinating with Canada Post and notifying local residents of their address change).,LisaDominato,1,0
2023-06-06 13:53:45+00:00,1666080940748337153,Canada post has alerted me to a delivery arriving today but I don't actually know what it is hahaha but it looks like I'll have to sign for import fees so I'm GUESSING it's my playdate? I never got an email confirming that though,SpikeAllosaur,0,0
2023-06-06 13:43:37+00:00,1666078391672487942,"@AnkitDa89493453 Hi there, please note that post office hours on our website may differ from the actual business hours at each location. We appreciate your understanding and thank you for your patience.",canadaposthelps,0,0
2023-06-06 13:19:04+00:00,1666072212468531206,"@mattdagley @novascotiatoo We’ve been trying to get our rates down for years now, $16 is pretty good for Canada Post, especially with the fuel surcharge they place on everything.",tidalsalt,1,0
2023-06-06 13:19:03+00:00,1666072209020911616,"@cookiedoo018 Hi, can you send us your tracking number in a DM so that we may assist you.",canadaposthelps,0,0
2023-06-06 13:15:31+00:00,1666071319497015296,! @cityoftoronto requires mail-in ballots be received 11 days before election day. Add mailing time via Canada Post; voters need to submit their ballots two weeks before or well before leading-candidate preferences are known. Nice way for the bureaucrats to rig the election,donaldpwalker,0,0
2023-06-06 13:09:06+00:00,1666069706237788160,Canada Post and I officially have beef,PeacheePea,1,0
2023-06-06 12:04:34+00:00,1666053466907705349,"@FightGuyStudio @LBSamuelsson @CDNcapamerica @GiantSlayerRPGs @BorednIndiana No I mean you said you're not in Canada so Im asking how you're planning to ship within Canada? 

Chit chats is usually about $1 less than Canada Post. It's the only option I'm aware of that has a discount on tracked shipping within Canada vs Canada Post.",greenleafgeek,1,0
2023-06-06 09:55:01+00:00,1666020860640067584,Me and Canada Post have the most beef 🤚🏼,erinkearle,0,1
2023-06-06 03:28:26+00:00,1665923577088995330,@gojosboobs Sure hope so ;3; it might take a little longer depends i can never predict how fast canada post is tbh 😭,tsukimqru,0,0
2023-06-06 02:01:34+00:00,1665901715143499777,"‘People Waiting’ by the late John Hooper was originally commissioned by Canada Post in 1975. The public art pieces are now located inside the uptown Saint John pedway, following repairs and restoration.  https://t.co/S4agofqVhY",CTVAtlantic,7,3
2023-06-06 01:37:54+00:00,1665895757193396225,"@canadapostcorp I was at CanadaPost location 3938 Cottrelle Blvd, Brampton L6P1T8 today at 8.30pm. The working hours are until 9pm, still the associate lady refused to take my urgent mail. She was rude and refused to take any mail from many customers like me. Please take action.",AnkitDa89493453,0,0
2023-06-06 01:35:41+00:00,1665895200927916033,"‘People Waiting’ by the late John Hooper was originally commissioned by Canada Post in 1975. The public art pieces are now located inside the uptown Saint John pedway, following repairs and restoration.

https://t.co/cv62rx1kXo",CTV_Liveat5,2,0
2023-06-06 01:22:31+00:00,1665891886006140928,"I love how Canada post's tracking info goes from ""lol we don't have the package yet"" to ""we're outside your house"" with no in between.",_robin_sparkles,0,0
2023-06-05 23:54:58+00:00,1665869853901684738,"Where there is a Canada Post Office, there is Bitcoin https://t.co/MhNlhEqyvl",v1v1ncety,0,0
2023-06-05 23:28:39+00:00,1665863231812845568,I guess he is the governments mascot too @OccTranspo he’s all over the Canada Post campus https://t.co/6h0p3RaBGO,nowinyow,1,0
2023-06-05 22:55:31+00:00,1665854894287331329,"@pgreco3 I just received a ""torn"" package from this number, in a Canada Post Bag who said they were sorry about my damaged ?order?. I never ordered anything. Long bag with corner ripped, contents (whatever they were) missing.",RitaNorell,0,0
2023-06-05 22:48:19+00:00,1665853081626574849,@kinsellawarren Illegal in Canada; widely available on the interweb for some time now. Delivery by Canada Post.,micoffey,1,0
2023-06-05 21:41:04+00:00,1665836157794385921,"@RodKahx 1. Sell the CBC
2. Sell Canada Post
3. Privatize Corrections Canada
4. End EI
5. Open the Constitution and kill universal single payer health care. 

I could go on.",ThatShirtStore,8,0
2023-06-05 21:31:08+00:00,1665833659373428736,"Finally Canada post released my sheeit😭🙏😂
Newest member on the shelf added🫡
My @SleekGeekNFT Robo from @LibertySquareHQ 
Proper quality, proper packaging, needa get them a better setup but it’ll do for now😉
LFG😤 https://t.co/ONUqfxw9dg",SMaLLZ_84,18,4
2023-06-05 20:37:05+00:00,1665820056247324673,@1whsfl @HuukedOnFonix @PierrePoilievre Canada Post has been adding a fuel surtax from 1990 so not cuz of carbon tax.,kmacky5,0,0
2023-06-05 20:24:15+00:00,1665816825345581057,"When more information is available, it will be posted on our Closures and Interruptions webpage: https://t.co/aB7hQ0xEYc.

We thank those affected for their patience in this difficult time.",canadaposthelps,0,0
2023-06-05 20:24:14+00:00,1665816823399428098,"• Barrington Passage, N.S.
• Clarks Harbour, N.S.
• Hammonds Plains, N.S.
• Head of St. Margarets Bay, N.S.
• Lewis Lake, N.S.
• Lockeport, N.S.
• Lucasville, N.S.
• McGray, N.S.
• Middle Sackville, N.S.
• Tantallon, N.S.
• Upper Sackville, N.S.",canadaposthelps,0,0
2023-06-05 20:24:14+00:00,1665816821037948930,"A yellow service alert means we are going to do our best to deliver, but there may be delays in the following regions due to weather conditions from wildfires:",canadaposthelps,0,0
2023-06-05 20:24:13+00:00,1665816819368689668,Delivery will resume once conditions improve and it’s safe to do so. The safety of our employees is our number one priority.,canadaposthelps,1,2
2023-06-05 20:24:13+00:00,1665816817770668033,"Today, there are no deliveries in the following regions as weather conditions from wildfires have made it unsafe:
• Port Clyde, N.S.
• Clyde River, N.S
• Barrington, N.S
• Shelburne, N.S",canadaposthelps,0,0
2023-06-05 20:24:13+00:00,1665816816583602179,Canada Post Service Alerts: Red and yellow delivery service alerts issued for parts of Nova Scotia,canadaposthelps,0,0
2023-06-05 20:13:24+00:00,1665814094564192258,"@kmacky5 @HuukedOnFonix @PierrePoilievre Every trucking company does 
Hell Canada Post does 
We can’t sustain with the carbon tax and expect we will still live the life we did 10 years ago 
And I had my first mortgage at 18% back in the 80’s",1whsfl,0,0
2023-06-05 19:57:27+00:00,1665810080867168257,"@stefbarnfather I know, right? It's almost as if shipping across the border is a license for USPS to extort the customer. (Then again, from what I remember, Canada Post was/is no better.)",TONanookPublish,1,0
2023-06-05 19:34:32+00:00,1665804313355067394,@bizgekfof @PassportCan Issue means it's been printed. All Canada Passport has to do give it to Canada Post.,Richard58085978,0,0
2023-06-05 18:08:22+00:00,1665782630418206721,"@TheAdvIqbal lettermail delivery and if you're no longer receiving your mail, please contact our customer service team at 1-866-607-6301 for assistance. https://t.co/wkothz5KuE 2/2",canadaposthelps,0,0
2023-06-05 18:08:22+00:00,1665782629709258754,"@TheAdvIqbal Hi, our apologies, items are typically returned to sender due to incorrect/incomplete address. We're not allowed to interfere with the return, if the item is being return to sender, we ask that you contact the sender to confirm the details with them! Any concerns with 1/2",canadaposthelps,0,0
2023-06-05 17:40:01+00:00,1665775494791307264,"@LaluxeFemme Hi there - We're disappointed to read this. If you would like to lodge a formal complaint regarding any of our delivery agents, please get in touch with our customer service team at 1-866-607-6301.",canadaposthelps,0,0
2023-06-05 17:39:00+00:00,1665775241119821824,@Jay159329072871 Hi there - You will need to follow this account in order to send a direct message.,canadaposthelps,0,0
2023-06-05 17:32:05+00:00,1665773499195990017,"Creekside may or may not be the best location of all time if you're a paddler - everything within really close walking distance (Canada Post, UPS, Starbucks, McD, and ofc the docks)",Romsicle,0,0
2023-06-05 17:09:22+00:00,1665767784003915776,"Full delivery and postal services will resume once conditions improve and it’s safe to do so. More information can be found on our Closures and Interruptions webpage: https://t.co/zHi0Rrbw1c

We thank those affected for their patience in this difficult time.",canadaposthelps,0,0
2023-06-05 17:09:22+00:00,1665767782343151617,"Today, there are no deliveries in the following regions as weather conditions from wildfires have made it unsafe:
• Fox Lake, Alta.
• Fort Chipewyan, Alta.",canadaposthelps,0,0
2023-06-05 17:09:22+00:00,1665767781042642947,Canada Post Service Alerts: Red delivery service alert issued for parts of Alberta,canadaposthelps,0,0
2023-06-05 17:07:34+00:00,1665767327940345857,"@MclernonDylan @JoshWylie14 @gmbutts Reading is a skill…Then, on April 28 of this year RCMP responded to reports that the Canada Post office in Cherry Grove as well as the Church of Jesus Christ of Latter Day Saints were on fire.",RetiredIslander,2,0
2023-06-05 16:58:50+00:00,1665765132767469569,@OB1Sabers to ship the item. 3/3,canadaposthelps,0,0
2023-06-05 16:58:50+00:00,1665765132218015751,"@OB1Sabers international parcels are sent directly to Customs (CBSA) for review. Once the item is in our facility tracking will update.  

If you have concerns, we suggest that you report this to the sender and have them initiate a trace with the originating postal service company used 2/3",canadaposthelps,0,0
2023-06-05 16:58:50+00:00,1665765131622535168,"@OB1Sabers Hi, we have no control over customs reviews and we're unable to intervene as customs is performed independently of Canada Post. All international mail coming into Canada is subject to review by the Canada Border Services Agency (CBSA) before releasing to any shipper. All 1/3",canadaposthelps,0,0
2023-06-05 16:44:51+00:00,1665761611397877761,"In her career, she has won an Oscar, Golden Globe, BAFTA, five Junos and a Gemini. 
She has received 13 honorary degrees, is a member of the Canadian Music Hall of Fame and has a star on Canada's Walk of Fame.
Canada Post has also released a stamp to honour her, in 2021.

🧵8/8 https://t.co/MhSu7wOsuF",CraigBaird,399,33
2023-06-05 16:09:38+00:00,1665752750611738625,"@canadapostcorp most certainly does not care. Wow.

They are vulnerable babies.

Shame on you Canada Post.",itsteatimemouse,1,1
2023-06-05 16:06:57+00:00,1665752075039305728,"Ship from #Abbeville to #Plymouth with up to 82% #savings, only on https://t.co/EpG5uwm16y. Discounted and pre-negotiated real-time rates from UPS, USPS Business, Canada Post, Canpar Express, etc.
Visit https://t.co/EpG5uwm16y now
With 💘@shipvista Made in Ontario https://t.co/TnD8oVqFwM",shipvista,0,0
2023-06-05 16:03:47+00:00,1665751277832216577,@kevininkitchen1 if they wish to initiate a claim. 2/2,canadaposthelps,0,0
2023-06-05 16:03:47+00:00,1665751277270102017,"@kevininkitchen1 Hi Kevin, any further action must be initiated by the sender of the item. The sender has the contract to ship the item, and only they can initiate an inquiry on their item. 

If you haven't received the item, please notify the sender and instruct them to contact Canada Post 1/2",canadaposthelps,0,0
2023-06-05 15:53:30+00:00,1665748689762021379,"@CanadianTire Why do you use Canada Post 4 deliveries? I just ordered some large bulky items. I'm a senior who doesn't drive. If I were able to pick up from store, I would have done so &amp; paid $10 for cab home. I paid $40 for delivery.Canada Post says they only attempt delivery 1X",Clydeside_Red,0,0
2023-06-05 15:18:10+00:00,1665739796419866625,@DunkingNuts yep I looked at all of these. And wasn't super happy with any of them. I would rather stick with Canada Post which I know will get the books to their destination safely. But thank you for looking into it &lt;3,FlamesAcid,1,0
2023-06-05 14:52:38+00:00,1665733374630064128,"@willkriski Hi there, we take these issues very seriously and urge you to formally report this to our support team at 1-866-607-6301.",canadaposthelps,0,0
2023-06-05 14:40:05+00:00,1665730214960197636,"@valleylily56 @cllrainslie Hi there, please use our Find a Postal Code tool to verify your address. Click here: https://t.co/CDAYkMHqzf

If your address comes up incorrectly or not at all, please contact our customer support team at 1-866-607-6301.",canadaposthelps,1,0
2023-06-05 14:31:54+00:00,1665728156160892929,@cllrainslie @canadapostcorp Canada Post system is impossible these days. They make mistakes and there is no customer service. A neighbour brought me my mail other day because it was in her slot. Can't rely on mail service anymore. Nearest mailbox is too far. @canadapostcorp,valleylily56,0,0
2023-06-05 14:23:38+00:00,1665726074502934534,"I have three amazon returns to drop off- one goes to purolator with no box- one goes to UPS fully boxed and ready and the third goes to Canada Post....

This is not a joke or a math question.",AndreaAndrya,2,0
2023-06-05 14:23:27+00:00,1665726028122140675,@cllrainslie Canada Post recently listed most of the over 200 units in my building in their automated address system. They left out my unit. @canadapostcorp,valleylily56,1,1
2023-06-05 14:08:04+00:00,1665722155814866948,"@ArunPapil16425 @IndiaPostOffice that by clicking this link: https://t.co/VX4JkmuaTy 

If you have concerns, please have the sender submit a service ticket so that we can investigate. Thanks. 2/2",canadaposthelps,0,0
2023-06-05 14:08:03+00:00,1665722154258759680,"@ArunPapil16425 @IndiaPostOffice Hi there, the item has arrived in the destination country and may still be undergoing review in customs. We suggest allowing time for its arrival and time for its clearance. Please continue to track the items online to get the latest update. You can find more information on 1/2",canadaposthelps,0,0
2023-06-05 14:05:09+00:00,1665721424449863680,"@Natasha190289 Hi there - Could you please send us a direct message with the tracking number to take a look? Thank you. (Track your items using Canada Post tracking, delivery notice card, or reference numbers at https://t.co/vOB07f8zJf)",canadaposthelps,0,0
2023-06-05 14:00:13+00:00,1665720181799153664,"Join us on June 20 at 1pm as we host Canada Post for an ODEN BizConnect. 
In this session you will be introduced to Canada Post to learn about Diversity and Inclusion at Canada Post, job opportunities and more. Register today: https://t.co/BS6vjur6BT https://t.co/cHsmcscjaz",odenetwork,0,0
2023-06-05 13:58:52+00:00,1665719840986787841,"@ups I just received a package from China in 8 days from Canada Post.... meanwhile my package from Ontario that was shipped express with UPS May 25, still hasn't arrived in NL.  #UPS",Channel83News,0,0
2023-06-05 13:56:37+00:00,1665719275988852736,@Habanaba3 please visit https://t.co/904vbkhHSt 3/3,canadaposthelps,0,0
2023-06-05 13:56:37+00:00,1665719275426906112,"@Habanaba3 wildfire occurring in the Alberta area. 

If you live in a community affected by the wildfires, please be aware that all items will eventually reach their designated location. The tracking will be updated as soon as new information becomes available. 

For more details, 2/3",canadaposthelps,0,0
2023-06-05 13:56:37+00:00,1665719274818682884,"@Habanaba3 Hi there, it's possible for some reasons the agent couldn't proceed with the delivery, therefore, the item got “rescheduled for next business day”. There could be many reasons why an item is being rescheduled, we apologize for the delay. This delay could be due to the 1/3",canadaposthelps,0,0
2023-06-05 12:13:41+00:00,1665693371757731841,"@JulieDoner Hello, this tracking number belongs to Canada post. You can use this number on their website to track the progress of your shipment. Thank you, -Vanessa",PurolatorHelp,1,0
2023-06-05 08:18:38+00:00,1665634218955644928,Someone that is in a top position in security would be able to read and answer email while on holidays. What a liar she is. We live in a high tech world and her emails are not paper copies sent via Canada Post Mail.,HammyHamm5,1,0
2023-06-05 03:40:00+00:00,1665564098652766210,Canada Post is on board with Trudeau as well it seems https://t.co/PhuzKVC2r8,SerrynaWhitesi1,3,5
2023-06-05 02:56:23+00:00,1665553120812728320,"Canada Post Launches Carbon-Neutral Shipping for Domestic Parcels! ♻️📦✉️ Discover how Canada's national postal service is taking a step towards sustainability by introducing carbon-neutral shipping.
https://t.co/58jqyp2qEa

#CarbonNeutralShipping #Sustainability #CanadaPost",AcrossOceanShpg,0,0
2023-06-05 02:37:37+00:00,1665548399439912960,@SpiceBoyJoey I'm sure they can manage giving an envelope over to Canada Post,bstee9,0,0
2023-06-05 01:44:34+00:00,1665535050937516034,"@MorlockP I'm dying to find out if it's even a good book. What makes it so bad that Canada post is obliged to confiscate it, by law.

It's probably a slog ..",_Rian_Stone,5,0
2023-06-05 00:48:14+00:00,1665520874273816576,@MatthewPettipa1 I only use black envelopes but because of systematic rasism at Canada Post my letters always get lost in the mail,tweetnificent,1,0
2023-06-04 22:23:25+00:00,1665484429471408130,"//Kate: 
*Jokingly tweeets at door dash that she would like some mountain Dew*

Door dash: *doesn't respond*

20 minutes later;

Canada Post: Hi there, I've got a delivery for Katelynn Alexandrea from GLYTCH energy

Kate: https://t.co/5psAFue0FE",DarthGodCat,0,0
2023-06-04 21:24:14+00:00,1665469532998123521,@Adamenright @DJChocolateMLK You sound like you love communism. Wtf should I compensate you Canada post so you can send something cheap? Why won’t you let the market dictate what works and what doesn’t?,Jay74792649p,3,1
2023-06-04 20:39:37+00:00,1665458304074620930,"@DrJacobsRad It’s a vague article.  Judge Osborne would have been 77 during these negotiations.  Maybe not in good health.  Maybe ambivalent about Canada Post negotiations.  Maybe David Johnston cares deeply about his country, and is not going to capitulate to bullies.  Two different men?",TeresaF39829228,0,0
2023-06-04 18:06:54+00:00,1665419874653335556,"Just mailed @WrafterN his New Order T-Shirt and LA Poster, the Canada Post person who helped me at the post office was in a full face mask, gloves and has sanitized pens. 

Very on brand for the posties. https://t.co/QBqeCtulCT",SadBillAckman,5,0
2023-06-04 15:50:00+00:00,1665385422036385792,"like: Cash Value at Canada Post, Date, Buy BTC amount, TX to own Wallet address X and of course: Full Name? 

when the gov decides to do a huge fuckup, what do they learn through your system?",ediTwentyOne,1,0
2023-06-04 15:39:36+00:00,1665382802764750850,"@McGillQueensUP @OCDSB @UCDSB
#portstanley @LFPress #kemptville 
#ottnews @CDSBEO #kingston #ottawa #toronto #canada #ontario Is Canada Post led by WHITE SUPREMACISTS? Susan Margles Leah Lewis covered up HIT AND RUN attempt by #Belleville manager Glen Baldock’s wife Kelly https://t.co/kreVPTnQcs",GKhan745649971,0,0
2023-06-04 15:38:09+00:00,1665382437340299265,"@eandreweditor @HudaMukbil @AmiraElghawaby @ericalenti @McGillQueensUP @PerfectBooksOtt @OCDSB @UCDSB
#portstanley @LFPress #kemptville 
#ottnews @CDSBEO #kingston #ottawa #toronto #canada #ontario Is Canada Post led by WHITE SUPREMACISTS? Susan Margles Leah Lewis covered up HIT AND RUN attempt by #Belleville manager Glen Baldock’s wife Kelly true story https://t.co/d1x3h2rzxw",GKhan745649971,0,0
2023-06-04 14:25:00+00:00,1665364029462724610,"44 Gaukel is a creative hub that has been a Kitchener success story.

It should continue to exist, city staff say, but with one hiccup: the building the hub is currently in (and old Canada Post) needs a lot of work.

https://t.co/xiwPciL7Td",KateBueckert,5,1
2023-06-04 13:57:39+00:00,1665357146194624513,"@GablesHarry @gator_gum I forgot he said that.
😆.  Remember at Christmas, he had his caucus fight for lowering the cost of sending cookies. 😄 when Canada Post is independent. Someone should come up with a list.",Allwoke1Annie,0,0
2023-06-04 13:09:11+00:00,1665344950215507968,"“2023-05-25 12:13
MONTREAL,QC, International item being forwarded to destination country”

But not in any kind of hurry, eh, Canada Post?",smiteri,0,0
2023-06-04 09:29:17+00:00,1665289609805266946,Canada post texted me I have a package. Funny didn’t order anything and not expecting anything?🥸????????????,Joy09642136,0,0
2023-06-04 05:12:17+00:00,1665224934186967042,@RE_MarketWatch @Handsomeducklin Canada Post is a government job and federally regulated...there is no way you can manipulate federal union workers,hshin77,1,0
2023-06-04 04:33:00+00:00,1665215047617093632,"@Qualifyfor I have been lucky with https://t.co/8ycfqkt1wq got full refund after porch pirate took some boxes.
Now Canada Post is really bad, at least in deliveries to Florida.... stuff delayed, but start an investigation, and parcels magically get delivered, in beat up boxes.",JustShadoe,1,0
2023-06-04 03:55:54+00:00,1665205713382113280,"@RE_MarketWatch I work for Canada Post . The sorting plant in Vancouver has entire HR staffed by Punjabis except for one native worker , in the last 7 years 80% of new hires are Punjabis (hundreds of employees) .",Handsomeducklin,12,1
2023-06-04 03:43:28+00:00,1665202581482733568,In the club checking up on the Canada Post tracking number,practicelab,5,0
2023-06-04 03:31:19+00:00,1665199525860876290,@canadapostcorp i have recieved aan email said my package was delivered on 30th may but i never got it. I called canada post and the sender and no help. This has happened twice in 2 weeks and there is no help.,kevininkitchen1,0,0
2023-06-04 02:50:41+00:00,1665189300885913600,Canada Post delivered my signed copy of @RiverRaccoon 's Swine Republic. https://t.co/7McMrUQx5Q,AwsHenry,12,2
2023-06-04 00:12:45+00:00,1665149556852506624,Ok. My last Canada post for the day. But for real. This place has some amazing wildlife and scenery. https://t.co/fQFgt1d2R1,NavyVet4ND,11,0
2023-06-03 21:28:54+00:00,1665108319307186176,"Because of outrageous shipping costs (Canada Post rates) I'm going to be clearing out my Etsy store. I might refill it with higher end items that will be worth shipping costs, but we'll see. Have a look
https://t.co/J7E1uLXbpX",madfishmonger,0,1
2023-06-03 16:40:34+00:00,1665035757176893441,@jodyvance 100% percent agree. I worked with Vern at Canada Post in the old VMPP. While I didn’t have close interactions with him those that I did were very professional. His last few years working at Canada Post were as Health and Safety Officer.,Johnscn1,0,0
2023-06-03 15:19:59+00:00,1665015479759503363,OLG stolen by Canada Post and there relatives or associates https://t.co/sCiVCXMoX1,Twitch09141722,0,0
2023-06-03 14:41:35+00:00,1665005816733392897,"@canadaposthelps CC239609141CA mine still not moving,cmon canadapost",mnajwan46124,0,0
2023-06-03 14:37:54+00:00,1665004890655977482,"@StatCan_eng can u plz investigate Canadapost? they have bad reputation as a Canadian postage company,lots of complain about delay,missing package",mnajwan46124,0,0
2023-06-03 14:33:49+00:00,1665003863470927872,"@DiedSuddenly_ It's the same at Canada Post. The number of employees  dropping dead or getting turbo cancer is astonishing. No one wants to adress the ""elephant in the room"".",WeatheredKing,0,0
